annotation_id,annotator,car_type,created_at,id,image,lead_time,updated_at
928,1,mpv,2026-01-26T12:38:01.423531Z,27281,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1120.jpg,111.636,2026-01-26T12:38:01.423589Z
929,1,mpv,2026-01-26T12:38:04.262139Z,27282,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1121.jpg,1.407,2026-01-26T12:38:04.262199Z
930,1,mpv,2026-01-26T12:38:07.578773Z,27283,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1122.jpg,1.83,2026-01-26T12:38:07.578833Z
931,1,mpv,2026-01-26T12:38:10.717113Z,27284,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1123.jpg,1.583,2026-01-26T12:38:10.717164Z
932,1,mpv,2026-01-26T12:38:14.213571Z,27285,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1124.jpg,2.145,2026-01-26T12:38:14.213628Z
933,1,mpv,2026-01-26T12:38:17.882215Z,27286,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1125.jpg,2.254,2026-01-26T12:38:17.882270Z
934,1,mpv,2026-01-26T12:38:27.046134Z,27288,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13020_c1127.jpg,3.904,2026-01-26T12:38:27.046185Z
935,1,mpv,2026-01-26T12:38:31.186827Z,27289,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13080_c1128.jpg,2.54,2026-01-26T12:38:31.186905Z
936,1,mpv,2026-01-26T12:39:31.400363Z,27292,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13140_c1131.jpg,2.038,2026-01-26T12:39:31.400417Z
937,1,mpv,2026-01-26T12:39:34.713423Z,27293,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13140_c1132.jpg,1.817,2026-01-26T12:39:34.713491Z
938,1,mpv,2026-01-26T12:39:37.617766Z,27294,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13140_c1133.jpg,1.361,2026-01-26T12:39:37.617824Z
939,1,sedan,2026-01-26T12:39:43.366701Z,27297,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13140_c1136.jpg,1.91,2026-01-26T12:39:43.366759Z
940,1,mpv,2026-01-26T12:39:51.177907Z,27298,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13200_c1137.jpg,6.25,2026-01-26T12:39:51.177967Z
941,1,mpv,2026-01-26T12:39:54.130385Z,27299,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13200_c1138.jpg,1.503,2026-01-26T12:39:54.130442Z
942,1,mpv,2026-01-26T12:39:56.854667Z,27300,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13200_c1139.jpg,1.402,2026-01-26T12:39:56.854734Z
943,1,mpv,2026-01-26T12:40:04.246329Z,27303,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1320_c181.jpg,3.277,2026-01-26T12:40:04.246547Z
944,1,suv,2026-01-26T12:40:07.325904Z,27304,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1320_c182.jpg,1.675,2026-01-26T12:40:07.325960Z
945,1,mpv,2026-01-26T12:40:12.542765Z,27306,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1320_c184.jpg,2.12,2026-01-26T12:40:12.542822Z
946,1,mpv,2026-01-26T12:40:15.664207Z,27307,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1320_c185.jpg,1.632,2026-01-26T12:40:15.664260Z
947,1,mpv,2026-01-26T12:40:53.169009Z,27312,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13260_c1142.jpg,1.94,2026-01-26T12:40:53.169068Z
948,1,suv,2026-01-26T12:41:03.684487Z,27319,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13260_c1149.jpg,2.335,2026-01-26T12:41:03.684537Z
949,1,mpv,2026-01-26T12:41:08.521407Z,27321,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f13260_c1151.jpg,2.388,2026-01-26T12:41:08.521464Z
950,1,suv,2026-01-26T12:41:13.004517Z,27323,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1380_c191.jpg,1.37,2026-01-26T12:41:13.004574Z
951,1,suv,2026-01-26T12:41:26.253484Z,27325,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1380_c193.jpg,10.956,2026-01-26T12:41:26.253540Z
952,1,suv,2026-01-26T12:41:41.470115Z,27331,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1440_c199.jpg,1.483,2026-01-26T12:41:41.470166Z
953,1,mpv,2026-01-26T12:41:52.567785Z,27339,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1500_c207.jpg,2.647,2026-01-26T12:41:52.567842Z
954,1,suv,2026-01-26T12:41:55.518405Z,27340,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1500_c208.jpg,1.502,2026-01-26T12:41:55.518457Z
955,1,suv,2026-01-26T12:41:59.822096Z,27342,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1500_c210.jpg,1.819,2026-01-26T12:41:59.822148Z
956,1,mpv,2026-01-26T12:42:05.029566Z,27345,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1500_c213.jpg,2.35,2026-01-26T12:42:05.029624Z
957,1,suv,2026-01-26T12:42:11.352011Z,27349,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1560_c217.jpg,1.421,2026-01-26T12:42:11.352069Z
958,1,suv,2026-01-26T12:42:21.066369Z,27356,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1620_c224.jpg,2.346,2026-01-26T12:42:21.066429Z
959,1,suv,2026-01-26T12:43:02.243305Z,27358,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1620_c226.jpg,2.887,2026-01-26T12:43:02.243357Z
960,1,suv,2026-01-26T12:43:09.891253Z,27364,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1680_c232.jpg,1.544,2026-01-26T12:43:09.891312Z
961,1,suv,2026-01-26T12:43:56.968781Z,27371,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1740_c239.jpg,2.07,2026-01-26T12:43:56.968841Z
962,1,mpv,2026-01-26T12:44:01.091471Z,27372,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1740_c240.jpg,2.504,2026-01-26T12:44:01.091529Z
963,1,suv,2026-01-26T12:46:21.252366Z,27381,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1800_c249.jpg,1.763,2026-01-26T12:46:21.252415Z
964,1,suv,2026-01-26T12:46:27.268964Z,27383,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1800_c251.jpg,3.108,2026-01-26T12:46:27.269015Z
965,1,suv,2026-01-26T12:46:45.493459Z,27397,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1860_c257.jpg,1.837,2026-01-26T12:46:45.493518Z
966,1,suv,2026-01-26T12:47:00.012765Z,27402,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1920_c262.jpg,3.584,2026-01-26T12:47:00.012824Z
967,1,suv,2026-01-26T12:47:26.859431Z,27408,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f1980_c268.jpg,2.272,2026-01-26T12:47:26.859488Z
968,1,mpv,2026-01-26T12:47:58.817973Z,27414,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2040_c274.jpg,3.39,2026-01-26T12:47:58.818029Z
969,1,suv,2026-01-26T12:48:04.759836Z,27417,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2040_c277.jpg,2.235,2026-01-26T12:48:04.759891Z
970,1,mpv,2026-01-26T12:49:19.651810Z,27422,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2100_c282.jpg,4.056,2026-01-26T12:49:19.651866Z
971,1,suv,2026-01-26T12:49:25.982669Z,27425,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2100_c285.jpg,1.623,2026-01-26T12:49:25.982719Z
972,1,suv,2026-01-26T12:49:43.843201Z,27426,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2100_c286.jpg,4.389,2026-01-26T12:49:43.843261Z
973,1,mpv,2026-01-26T12:50:02.298820Z,27427,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2100_c287.jpg,16.905,2026-01-26T12:50:02.298874Z
974,1,mpv,2026-01-26T12:50:08.664185Z,27430,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2100_c290.jpg,2.881,2026-01-26T12:50:08.664238Z
975,1,mpv,2026-01-26T12:50:11.293111Z,27431,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2160_c291.jpg,1.382,2026-01-26T12:50:11.293166Z
976,1,suv,2026-01-26T12:50:16.554441Z,27433,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2160_c293.jpg,2.228,2026-01-26T12:50:16.554492Z
977,1,suv,2026-01-26T12:50:26.325279Z,27438,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2160_c298.jpg,2.034,2026-01-26T12:50:26.325336Z
978,1,mpv,2026-01-26T12:50:29.871971Z,27440,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2220_c300.jpg,1.449,2026-01-26T12:50:29.872026Z
979,1,suv,2026-01-26T12:51:58.399544Z,27444,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2220_c304.jpg,83.122,2026-01-26T12:51:58.399605Z
980,1,suv,2026-01-26T12:52:03.125577Z,27446,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2280_c306.jpg,2.334,2026-01-26T12:52:03.125797Z
981,1,mpv,2026-01-26T12:52:22.519948Z,27447,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2280_c307.jpg,18.082,2026-01-26T12:52:22.520005Z
982,1,suv,2026-01-26T12:52:44.635844Z,27450,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2280_c310.jpg,10.614,2026-01-26T12:52:44.635896Z
983,1,suv,2026-01-26T12:52:48.363314Z,27451,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2280_c311.jpg,2.237,2026-01-26T12:52:48.363371Z
984,1,mpv,2026-01-26T12:52:54.709156Z,27453,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2280_c313.jpg,3.976,2026-01-26T12:52:54.709216Z
985,1,mpv,2026-01-26T12:52:57.619081Z,27454,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2340_c314.jpg,1.548,2026-01-26T12:52:57.619135Z
986,1,mpv,2026-01-26T12:53:04.376232Z,27457,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2340_c317.jpg,1.81,2026-01-26T12:53:04.376284Z
987,1,mpv,2026-01-26T12:55:50.708229Z,27464,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2400_c324.jpg,3.159,2026-01-26T12:55:50.708289Z
988,1,suv,2026-01-26T12:55:57.195426Z,27467,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f240_c36.jpg,1.76,2026-01-26T12:55:57.195486Z
1022,1,suv,2026-01-26T14:04:40.398959Z,27479,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2460_c331.jpg,5.242,2026-01-26T14:04:40.399008Z
1023,1,mpv,2026-01-26T14:04:47.242161Z,27482,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2520_c334.jpg,1.823,2026-01-26T14:04:47.242217Z
1024,1,mpv,2026-01-26T14:04:54.285969Z,27485,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2520_c337.jpg,1.465,2026-01-26T14:04:54.286009Z
1025,1,mpv,2026-01-26T14:04:59.596214Z,27489,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2580_c341.jpg,1.206,2026-01-26T14:04:59.596259Z
1026,1,mpv,2026-01-26T14:05:06.401222Z,27493,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2580_c345.jpg,1.381,2026-01-26T14:05:06.401279Z
1027,1,mpv,2026-01-26T14:05:10.254152Z,27495,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2640_c347.jpg,1.083,2026-01-26T14:05:10.254182Z
1028,1,mpv,2026-01-26T14:07:13.790739Z,27496,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2640_c348.jpg,2.904,2026-01-26T14:07:13.790808Z
1029,1,mpv,2026-01-26T14:07:18.621584Z,27497,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2640_c349.jpg,3.032,2026-01-26T14:07:18.621642Z
1030,1,pickup,2026-01-26T14:07:31.545417Z,27503,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2700_c355.jpg,5.102,2026-01-26T14:07:31.545478Z
1031,1,mpv,2026-01-26T14:07:34.552785Z,27504,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2760_c356.jpg,1.472,2026-01-26T14:07:34.552845Z
1032,1,pickup,2026-01-26T14:07:39.728955Z,27505,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2760_c357.jpg,3.215,2026-01-26T14:07:39.729011Z
1033,1,mpv,2026-01-26T14:08:02.542724Z,27516,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f2940_c368.jpg,2.637,2026-01-26T14:08:02.542783Z
1034,1,mpv,2026-01-26T14:08:10.288826Z,27521,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3000_c373.jpg,1.348,2026-01-26T14:08:10.288860Z
1035,1,pickup,2026-01-26T14:08:19.332115Z,27525,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3000_c377.jpg,3.51,2026-01-26T14:08:19.332174Z
1036,1,mpv,2026-01-26T14:08:22.378538Z,27526,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3000_c378.jpg,1.408,2026-01-26T14:08:22.378579Z
1037,1,suv,2026-01-26T14:08:26.370841Z,27528,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f300_c44.jpg,1.392,2026-01-26T14:08:26.370874Z
1038,1,mpv,2026-01-26T14:08:29.403787Z,27529,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f300_c45.jpg,1.327,2026-01-26T14:08:29.403844Z
1039,1,suv,2026-01-26T14:08:34.003649Z,27531,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f300_c47.jpg,1.74,2026-01-26T14:08:34.003682Z
1040,1,mpv,2026-01-26T14:08:37.736298Z,27533,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f300_c49.jpg,1.229,2026-01-26T14:08:37.736355Z
1041,1,mpv,2026-01-26T14:08:42.327554Z,27536,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3060_c380.jpg,1.125,2026-01-26T14:08:42.327612Z
1042,1,suv,2026-01-26T14:08:45.297522Z,27537,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3060_c381.jpg,1.604,2026-01-26T14:08:45.297572Z
1043,1,mpv,2026-01-26T14:08:48.061337Z,27538,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3060_c382.jpg,1.271,2026-01-26T14:08:48.061397Z
1044,1,mpv,2026-01-26T14:08:50.892178Z,27539,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3060_c383.jpg,1.313,2026-01-26T14:08:50.892238Z
1045,1,suv,2026-01-26T14:08:57.341779Z,27542,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3120_c386.jpg,1.805,2026-01-26T14:08:57.341840Z
1046,1,mpv,2026-01-26T14:08:59.966224Z,27543,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3120_c387.jpg,1.085,2026-01-26T14:08:59.966280Z
1047,1,mpv,2026-01-26T14:09:02.967119Z,27544,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3120_c388.jpg,1.378,2026-01-26T14:09:02.967198Z
1048,1,mpv,2026-01-26T14:09:10.674508Z,27549,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3180_c393.jpg,1.637,2026-01-26T14:09:10.674570Z
1049,1,mpv,2026-01-26T14:09:25.044166Z,27555,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3180_c399.jpg,1.444,2026-01-26T14:09:25.044222Z
1050,1,mpv,2026-01-26T14:09:29.537810Z,27557,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3240_c401.jpg,1.52,2026-01-26T14:09:29.537847Z
1051,1,sedan,2026-01-26T14:09:55.937372Z,27579,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3480_c423.jpg,1.888,2026-01-26T14:09:55.937406Z
1052,1,mpv,2026-01-26T14:10:00.432803Z,27581,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3540_c425.jpg,1.632,2026-01-26T14:10:00.432908Z
1053,1,sedan,2026-01-26T14:10:05.765557Z,27584,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3540_c428.jpg,1.754,2026-01-26T14:10:05.765593Z
1054,1,mpv,2026-01-26T14:10:11.045850Z,27587,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3540_c431.jpg,1.416,2026-01-26T14:10:11.045887Z
1055,1,sedan,2026-01-26T14:10:17.472655Z,27590,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3600_c434.jpg,2.872,2026-01-26T14:10:17.472708Z
1056,1,mpv,2026-01-26T14:10:22.989207Z,27593,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3600_c437.jpg,1.445,2026-01-26T14:10:22.989266Z
1057,1,suv,2026-01-26T14:10:30.676283Z,27598,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f360_c52.jpg,1.688,2026-01-26T14:10:30.676342Z
1058,1,mpv,2026-01-26T14:10:35.047426Z,27600,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f360_c54.jpg,1.539,2026-01-26T14:10:35.047488Z
1059,1,suv,2026-01-26T14:10:38.543285Z,27601,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f360_c55.jpg,1.808,2026-01-26T14:10:38.543342Z
1060,1,sedan,2026-01-26T14:10:49.472269Z,27607,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3660_c444.jpg,1.849,2026-01-26T14:10:49.472330Z
1061,1,mpv,2026-01-26T14:10:58.657821Z,27612,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3720_c449.jpg,3.232,2026-01-26T14:10:58.657879Z
1062,1,sedan,2026-01-26T14:11:04.421049Z,27614,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3720_c451.jpg,2.202,2026-01-26T14:11:04.421105Z
1063,1,mpv,2026-01-26T14:11:09.655836Z,27617,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3780_c454.jpg,1.275,2026-01-26T14:11:09.655871Z
1064,1,sedan,2026-01-26T14:11:18.344413Z,27622,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3780_c459.jpg,1.679,2026-01-26T14:11:18.344448Z
1065,1,mpv,2026-01-26T14:11:27.981620Z,27628,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3900_c465.jpg,2.006,2026-01-26T14:11:27.981660Z
1066,1,sedan,2026-01-26T14:11:31.703194Z,27629,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3900_c466.jpg,1.799,2026-01-26T14:11:31.703252Z
1067,1,mpv,2026-01-26T14:11:39.912981Z,27634,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f3900_c471.jpg,1.402,2026-01-26T14:11:39.913015Z
1068,1,sedan,2026-01-26T14:11:53.862859Z,27642,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4020_c479.jpg,2.04,2026-01-26T14:11:53.862896Z
1069,1,sedan,2026-01-26T14:12:03.633034Z,27646,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4020_c483.jpg,1.577,2026-01-26T14:12:03.633091Z
1070,1,mpv,2026-01-26T14:12:08.141962Z,27648,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4080_c485.jpg,1.568,2026-01-26T14:12:08.142023Z
1071,1,sedan,2026-01-26T14:12:47.382865Z,27670,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4260_c499.jpg,2.247,2026-01-26T14:12:47.382926Z
1072,1,suv,2026-01-26T14:12:51.968429Z,27671,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4260_c500.jpg,1.975,2026-01-26T14:12:51.968491Z
1073,1,sedan,2026-01-26T14:13:05.289263Z,27681,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4380_c510.jpg,1.631,2026-01-26T14:13:05.289321Z
1074,1,truck,2026-01-26T14:13:29.984882Z,27698,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4560_c527.jpg,2.87,2026-01-26T14:13:29.984917Z
1075,1,sedan,2026-01-26T14:13:35.515388Z,27701,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4560_c530.jpg,1.733,2026-01-26T14:13:35.515424Z
1076,1,sedan,2026-01-26T14:13:45.094157Z,27708,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4680_c537.jpg,1.396,2026-01-26T14:13:45.094227Z
1077,1,sedan,2026-01-26T14:14:03.542030Z,27718,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4800_c547.jpg,1.721,2026-01-26T14:14:03.542095Z
1078,1,mpv,2026-01-26T14:14:05.843479Z,27719,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4800_c548.jpg,0.963,2026-01-26T14:14:05.843512Z
1079,1,suv,2026-01-26T14:14:12.697295Z,27724,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f480_c69.jpg,1.981,2026-01-26T14:14:12.697351Z
1080,1,mpv,2026-01-26T14:14:28.953882Z,27739,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4920_c559.jpg,1.705,2026-01-26T14:14:28.953915Z
1083,1,sedan,2026-01-26T14:15:00.966552Z,27744,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4980_c564.jpg,1.847,2026-01-26T14:15:00.966588Z
1081,1,mpv,2026-01-26T14:14:38.122723Z,27746,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f4980_c566.jpg,1.314,2026-01-26T14:14:38.122779Z
1082,1,sedan,2026-01-26T14:14:41.060969Z,27747,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5040_c567.jpg,5.282,2026-01-26T14:14:45.643370Z
1084,1,sedan,2026-01-26T14:15:04.698155Z,27749,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5100_c569.jpg,1.174,2026-01-26T14:15:04.698211Z
1085,1,sedan,2026-01-26T14:15:10.876304Z,27753,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5160_c573.jpg,1.361,2026-01-26T14:15:10.876363Z
1086,1,sedan,2026-01-26T14:15:16.672825Z,27757,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5220_c577.jpg,1.397,2026-01-26T14:15:16.672854Z
1087,1,sedan,2026-01-26T14:15:21.882733Z,27759,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5280_c579.jpg,2.266,2026-01-26T14:15:21.882787Z
1088,1,suv,2026-01-26T14:15:33.246695Z,27761,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5280_c581.jpg,2.865,2026-01-26T14:15:33.246749Z
1089,1,sedan,2026-01-26T14:15:36.629588Z,27763,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5340_c583.jpg,1.088,2026-01-26T14:15:36.629646Z
1090,1,suv,2026-01-26T14:15:40.134418Z,27764,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5340_c584.jpg,2.036,2026-01-26T14:15:40.134471Z
1091,1,suv,2026-01-26T14:15:46.890226Z,27768,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5340_c588.jpg,1.594,2026-01-26T14:15:46.890284Z
1092,1,sedan,2026-01-26T14:15:52.314675Z,27771,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5400_c591.jpg,1.279,2026-01-26T14:15:52.314728Z
1093,1,suv,2026-01-26T14:15:56.950977Z,27774,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f540_c76.jpg,1.444,2026-01-26T14:15:56.951037Z
1094,1,sedan,2026-01-26T14:16:08.843222Z,27784,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5460_c595.jpg,1.899,2026-01-26T14:16:08.843266Z
1095,1,suv,2026-01-26T14:16:14.649987Z,27787,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5520_c598.jpg,1.535,2026-01-26T14:16:14.650046Z
1096,1,suv,2026-01-26T14:16:17.697444Z,27788,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5520_c599.jpg,1.519,2026-01-26T14:16:17.697507Z
1097,1,suv,2026-01-26T14:16:21.455825Z,27789,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5520_c600.jpg,1.751,2026-01-26T14:16:21.455882Z
1098,1,suv,2026-01-26T14:16:32.030270Z,27792,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5580_c603.jpg,1.387,2026-01-26T14:16:32.030330Z
1099,1,mpv,2026-01-26T14:16:37.713480Z,27794,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5580_c605.jpg,1.944,2026-01-26T14:16:37.713540Z
1100,1,sedan,2026-01-26T14:16:42.728182Z,27797,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5640_c608.jpg,1.81,2026-01-26T14:16:42.728240Z
1101,1,suv,2026-01-26T14:16:45.947148Z,27798,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5640_c609.jpg,1.698,2026-01-26T14:16:45.947204Z
1102,1,suv,2026-01-26T14:16:48.803415Z,27799,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5640_c610.jpg,1.466,2026-01-26T14:16:48.803471Z
1103,1,mpv,2026-01-26T14:16:51.710231Z,27800,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5640_c611.jpg,1.443,2026-01-26T14:16:51.710289Z
1104,1,suv,2026-01-26T14:16:56.312301Z,27803,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5700_c614.jpg,1.47,2026-01-26T14:16:56.312364Z
1105,1,suv,2026-01-26T14:16:59.309352Z,27804,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5700_c615.jpg,1.648,2026-01-26T14:16:59.309422Z
1106,1,suv,2026-01-26T14:17:06.313163Z,27808,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5760_c619.jpg,1.485,2026-01-26T14:17:06.313219Z
1107,1,suv,2026-01-26T14:17:09.271206Z,27809,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5760_c620.jpg,1.463,2026-01-26T14:17:09.271268Z
1108,1,suv,2026-01-26T14:17:13.199887Z,27811,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5820_c622.jpg,1.275,2026-01-26T14:17:13.199940Z
1109,1,mpv,2026-01-26T14:17:17.084225Z,27813,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5820_c624.jpg,1.459,2026-01-26T14:17:17.084265Z
1110,1,suv,2026-01-26T14:17:20.747270Z,27814,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f5880_c625.jpg,2.22,2026-01-26T14:17:20.747321Z
1111,1,suv,2026-01-26T14:17:47.824052Z,27825,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f6000_c636.jpg,1.505,2026-01-26T14:17:47.824106Z
1112,1,suv,2026-01-26T14:17:53.483770Z,27830,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f600_c85.jpg,1.394,2026-01-26T14:17:53.483803Z
1113,1,suv,2026-01-26T14:18:04.019154Z,27839,/data/local-files/?d=label_studio_data/images/paskal-bandung_car_f6060_c643.jpg,1.457,2026-01-26T14:18:04.019188Z
